,Q1_GOING_OUT,Q2_GENDER,Q3_AGE,Q4_COUNTRY,Q5_STATE_PROVINCE_COUNTY_ETC,Q6_Full_Sized_Candy_Bars,Q6_Butterfinger,Q6_Candy_Corn,Q6_Chiclets,Q6_Dots,Q6_Fuzzy_Peaches,Q6_Good_N_Plenty,Q6_Gummy_Bears,Q6_Healthy_Fruit,Q6_Heath_Bar,Q6_Hersheys_Dark_Chocolate,Q6_Hersheys_Milk_Chocolate,Q6_Hersheys_Kisses,Q6_Jolly_Rancher_bad_flavor,Q6_Jolly_Ranchers_good_flavor,Q6_Junior_Mints,Q6_Kit_Kat,Q6_LaffyTaffy,Q6_LemonHeads,Q6_Licorice,Q6_Black_Licorice,Q6_Lollipops,Q6_Mike_and_Ike,Q6_Milk_Duds,Q6_Milky_Way,Q6_Regular_M_Ms,Q6_Peanut_M_Ms,Q6_Mint_Kisses,Q6_Mr_Goodbar,Q6_Nerds,Q6_Nestle_Crunch,Q6_Peeps,Q6_Pixy_Stix,Q6_Reeses_Peanut_Butter_Cups,Q6_Reeses_Pieces,Q6_Rolos,Q6_Skittles,Q6_Snickers,Q6_Sourpatch_Kids,Q6_Starburst,Q6_Swedish_Fish,Q6_Tic_Tacs,Q6_Three_Musketeers,Q6_Tolberone,Q6_Trail_Mix,Q6_Twix,Q6_Whatchamacallit_Bars,Q6_York_Peppermint_Patties,Q7_JOY_OTHER,Q8_DESPAIR_OTHER,Q9_OTHER_COMMENTS,longitude,latitude,State,fips
414,No,Female,22.0,United States,"""Washington, seattle, king""",JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,"""Razorblade candy, and the candy injected with drugs, almond joy""",Brown tootsie pops,Devastated not to see ANY acknowledgement of Almond Joy candy bars. They were what would get me out of bed and into costume to roam the streets begging for candy.,-122.3320708,47.6062095,Washington,53
415,Yes,Female,57.0,United States,Virginia,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,,,,-78.6568942,37.4315734,Virginia,51
416,No,Male,37.0,United States,Iowa,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,,"""Any kind of hard candy, chewy candy (like starburst), anything with coconut or dark chocolate.""",,-93.097702,41.8780025,Iowa,19
417,No,I'd rather not say,56.0,United States,Indiana,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,Toffifay!!! Any cadburys chocolate,"""Maple Bun, chunky ar""",,-86.1349019,40.2671941,Indiana,18
418,No,Male,55.0,United States,NJ,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,"""Cadburys Chocolate, Galaxy, Bounty, Almond Joy, After Eight Mints, Topic, Caramac, Yorkie, Fruit Pastilles, Wine Gums""",,,-74.4056612,40.0583238,New Jersey,34
419,No,Male,25.0,United States,Missouri,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,,"""Mounds, Almond Joy""","""Seriously. Mounds are the fucking worst. Except those peanutbutter and jelly cup things they tried, years and years back. Does anyone remember those? What the fuck were they thinking? Jelly and chocolate? I mean, really?""",-91.8318334,37.9642529,Missouri,29
420,No,Male,28.0,United States,Missouri,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,,,,-91.8318334,37.9642529,Missouri,29
421,No,Male,44.0,United States,California,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,JOY,A cold diet coke. Houses with short walking distances between them. ,WAX CANDY of all types. I have no idea why anyone thinks they're edible.,"""So, the alcohol is appreciated as an adult, but I don't drink, so that's why they score so low.""",-119.4179324,36.778261,California,06
422,No,Female,41.0,United States,IL,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,Wine,Trump,,-89.3985283,40.6331249,Illinois,17
423,No,Male,62.0,United States,"""Whatcom County, WA""",JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,My all-time favorite is the dark chocolate MOUNDS Bar.,The Almond Joy bar sucks.,"""You misspelled TOBLERONE (you misspelled it last year, too). You have the B and L in the wrong order. Also, what does """"Gummy Bears straight up"""" mean? Does that mean that someone dumps a handful of sticky Gummy Bears in my candy bag (i.e., not in their own wrapper)? I like Gummy Bears (not as much as Swedish Fish, but....), but """"Gummy Bears straight up"""" sounds gross.... Oh, one more thing: If you did this on a 7-point Likert scale, it would be publishable. hahahahahaha""",-121.9718658,48.8787167,Washington,53
424,No,Male,53.0,United States,IN,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,"""Black jelly beans, Pot, Sex""",Dog poop,,-95.712891,37.09024,,
425,No,,,United States,,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,,,,-70.7675967,42.577834,Massachusetts,25
426,No,Female,40.0,United States,ca,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,Abba Zabba,a Lecture on being good kid,,-119.4179324,36.778261,California,06
427,Yes,Male,41.0,United States,Illinois,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,,,,-89.3985283,40.6331249,Illinois,17
428,No,Male,35.0,Canada,Alberta,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,"""Wunderbar, bags of Cheezies (any size)""",,,-116.5765035,53.9332706,Alberta,
429,No,Male,60.0,United States,NH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,,,,-71.5723953,43.1938516,New Hampshire,33
430,No,Male,50.0,United States,Ma,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,Beer,Salt licorice ,,-71.3824374,42.4072107,Massachusetts,25
431,No,Male,32.0,United States,CO,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,Fast brake bars,,,-105.7820674,39.5500507,Colorado,08
432,No,Male,50.0,United States,NY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,,,,-74.0059728,40.7127753,New York,36
433,No,Male,53.0,United States,KS,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,Those Italian hard candies filled with basically Alka Seltzer (zotz?),Popcorn balls made by strangers,"""When I was a kid and trick-or-treated, I jealously kept all my candy to myself. My kids freely shared everything with me, whicha made me feel like I had been a bad child.""",-98.4842465,39.011902,Kansas,20
434,No,Male,37.0,United States,washington,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,,,,-120.7401385,47.7510741,Washington,53
435,No,Male,35.0,United States,wa,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,,,,-120.7401385,47.7510741,Washington,53
436,No,Male,44.0,United States,Michigan,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,,JOY,DESPAIR,MEH,,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,Sex,Stickers,,-85.60236429999999,44.3148443,Michigan,26
437,Yes,Female,32.0,United States,wisconsin,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,,,,-88.7878678,43.7844397,Wisconsin,55
438,No,Male,74.0,United States,"""Oakland County, Michigan""",MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,Midnight Milky Way Mounds,Anything containing peanuts,,-83.33618799999999,42.59219239999999,Michigan,26
439,No,Female,46.0,United States,WA,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,,Razer blades ,,-120.7401385,47.7510741,Washington,53
440,No,Male,46.0,United States,Oklahoma,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,,,,-97.092877,35.0077519,Oklahoma,40
441,No,Male,60.0,Netherlands,Noord-Holland,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,Drop: Dutch Salty Licorice,,,4.788474,52.5205869,North Holland,
442,Yes,Female,30.0,United States,"""Tennessee, Knox County""",JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,,MEH,"""Actual caramel or otherwise candy coated apples, hot cocoa""",Caramel or otherwise candy coated apples that actually contain razorblades,,-83.9419784,35.9874629,Tennessee,47
443,No,Female,45.0,United States,"""Henrico, VA""",JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,THE LIQUOR! Especially this year.,In 2017?  What doesn't?!,"""We went to Niagara Falls on vacation last year just before Halloween (don't judge, it was awesome!). We bought bags of assorted coffee crisp and other Commonwealth only treats to give out.  We had 123 trick or treaters who had a blast! I miss Canada sooooooooooo much.""",-77.3324425,37.5059332,Virginia,51
444,No,Female,18.0,United States,MO,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,Blow pops,Cookies n cream Hershey's ,Consider adding adderall ,-91.8318334,37.9642529,Missouri,29
445,Yes,Female,53.0,United States,Texas,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,,Those wax liquid filled lips or coke bottle thingies!,Candy Corn rocks!!!!!!!!!!!!!,-99.9018131,31.9685988,Texas,48
446,No,Male,56.0,United States,"""Washington State, King County, City of Seattle""",JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,,,,-122.3320708,47.6062095,Washington,53
447,Yes,Male,35.0,United States,"""Washington, DC""",JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,,,,-77.0368707,38.9071923,District of Columbia,11
448,No,Male,64.0,United States,,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,Skybar,,,-70.7675967,42.577834,Massachusetts,25
449,No,Male,30.0,United States,Oregon,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,"""Daim is the world's best candy. Also: Kinder Surprise, Kinder Bueno, Nerd Rope, After Eight, Pop Rocks, Fun Dip, Candy Cigarettes, Kasugai Japanese Gummy Candy, Halva, Warheads, Soda.""",Nuts.,"""Daim might seem like another toffee, but to the discerning pallet it is the by far the best toffee. But where can a Canadian researcher find this delicious Swedish candy? They sell it at Ikea! In the cafeteria there is even a cake made with crumbled bits of Daim. Yum yum. Go try it, for research!""",-120.5542012,43.8041334,Oregon,41
450,No,Female,53.0,Canada,Bc,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,Chocolate,Not chocolaye,,-127.6476205,53.7266683,British Columbia,
451,No,Male,36.0,United States,nyc,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,Bit O Honey Gobstoppers,Pretzels,,-74.0059728,40.7127753,New York,36
452,No,Female,53.0,United States,AZ,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,"""Candy buttons, Mounds and Almond Joy, Candy  cigarettes, Krabby Patties, any old fashioned non-chocolate candy""",Unopened front doors.  Rude trick or treaters,,-111.0937311,34.0489281,Arizona,04
453,No,Female,56.0,United States,Washington,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,,,,-120.7401385,47.7510741,Washington,53
454,No,Female,35.0,United States,Montana,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,Homemade popcorn balls,,,-110.3625658,46.8796822,Montana,30
455,No,Female,44.0,United States,Oklahoma,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,,,,-97.092877,35.0077519,Oklahoma,40
456,No,Female,61.0,United States,Illinois,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,,,,-89.3985283,40.6331249,Illinois,17
457,No,Male,32.0,United States,Az,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,,,,-111.0937311,34.0489281,Arizona,04
